SAMPLE ID	IGSN	SOURCE	REFERENCE	CRUISE ID	LATITUDE	LONGITUDE	LOC PREC	MIN AGE	AGE	MAX AGE	MATERIAL	TYPE	COMPOSITION	ROCK NAME	MINERAL	SIO2	TIO2	AL2O3	CR2O3	FE2O3	FE2O3T	FEO	FEOT	NIO	MNO	MGO	CAO	NA2O	K2O	P2O5	BAO	LOI	H2O	H2O_M	H2O_P	SO3	V2O3	ZNO	FE	MN	NI	CO	CU	CD	ZN	AS	AG	S	AL	CA	MG	SR87_SR86	SR87_SR86_INI	RB87_SR86	ND143_ND144	SM147_ND144	PB206_PB204	PB207_PB204	PB208_PB204	BE10	BE10_BE9	SR87_SR86_INI	AR	AR39	AR40	AR38_AR36	AR40_AR36	AR40_AR39	LA	CE	PR	ND	SM	EU	GD	TB	DY	HO	ER	TM	YB	LU	CO2	F	CL	OH	U238_PB204	TH232_PB204	RA	AG	AL	AS	AU	B	BA	BE	BI	BR	C	CA	CD	CO	CR	CS	CU	GA	GER	HF	HG	I	INDIUM	K	LI	MG	MN	MO	NA	NB	NI	P	PB	PD	RB	RE	S	SB	SC	SE	SN	SR	TA	TE	TH	TI	TL	U	V	W	Y	ZN	ZR	TI	AS	AS	GER	H2O_M	H2O_P	H2O_M	H2O_P	INDIUM
OCO-05-06		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.8072	-72.9819	0.01	2.6	12.8	23	igneous	volcanic	felsic	rhyolite		74.448	0.371	12.815					2.251		0.108	0.285	0.549	4.007	5.095	0.07											49	51	45		101																																																		963							51	135		45	20.6												12	49				37							961							249		30	101	188									
10		GEOROC	VENTURELLI, G.; FRAGIPANE, M.; WEIBEL, M.; ANTIGA, D., 1978		-15.57	-72.72	0.01				igneous	volcanic	felsic	dacite		64.162	0.856	16.318					3.968		0.06	2.115	4.533	4.331	3.324	0.332			1.3								20	19	56		66																																																									19			56								17					12	20				106							770							95		13	66	231									
80-83		GEOROC	VATIN-PERIGNON, N.; OLIVER, R. A.; GOEMANS, P.; KELLER, F.; BRIQUEU, L.; SALAS, A. G., 1992		-15.42	-72.9	0.01	1.5	2.5	3.5	igneous	volcanic	felsic	dacite		66.551	0.722	15.978					3.72		0.072	1.515	3.216	4.33	3.556	0.34		1.64										7																											41.78	81.75		36.75	5.36	1.31		0.43					0.76	0.16													1265							7	12					5.62					22					10.9					99				5.73			653	0.81		7.68								158									
SAR-00-06		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.2706	-73.3661	0.01	0.01	1.305	2.6	igneous	volcanic	felsic	rhyolite		68.834	0.438	16.202					2.449		0.047	1.027	2.753	4.225	3.865	0.159											28	9.40777	41	0.0686375	68																								23.3514	51.3514	5.91489	21.9745	3.80388	0.894624	2.73797	0.326087	1.6973	0.290076	0.742703	0.100651	0.627027	0.0869752													738						0.0686375	9.40777		2.91489	41	19		2.05714					29.6742			2.2625		9	28		14		86				8			544	0.642697		5.92324			1.58163	74.8768	2.13439	13	68	170									
80-58		GEOROC	VATIN-PERIGNON, N.; OLIVER, R. A.; GOEMANS, P.; KELLER, F.; BRIQUEU, L.; SALAS, A. G., 1992		-15.42	-72.9	0.01	1.5	2.5	3.5	igneous	volcanic	felsic	dacite		67.362	0.9	15.836					4.766		0.052	0.628	3.852	3.506	2.7	0.398		3.26																																					44.7	87.9			6	1.48		0.48					1.13	0.17													1480													5.2					16										82							613			7.3																	
80-90		GEOROC	VATIN-PERIGNON, N.; OLIVER, R. A.; GOEMANS, P.; KELLER, F.; BRIQUEU, L.; SALAS, A. G., 1992		-15.42	-72.9	0.01	0.5	1	1.5	igneous	volcanic	felsic	dacite		67.462	0.646	16.324					3.515		0.063	1	3.073	4.271	3.386	0.26		2.79									14	9	36		85																								39.4	81.9			5.29	1.28		0.47					0.94	0.14													1180							9	18		36			4.9					11					11	14				90							609			9.3				75			85										
13		GEOROC	VENTURELLI, G.; FRAGIPANE, M.; WEIBEL, M.; ANTIGA, D., 1978		-15.57	-72.72	0.01				igneous	volcanic	felsic	dacite		64.516	0.91	15.472					3.842		0.061	2.225	4.955	4.348	3.337	0.334			0.8								33	26	57		70																																																									26			57								19					12	33				109							720							70		16	70	234									
COTA-05-09B		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.3728	-73.0569	0.01	0.01	1.305	2.6	igneous	volcanic	felsic	dacite		67.793	0.579	15.792					3.077		0.052	1.187	3.038	4.627	3.611	0.244											18	17	45	0.0637795	74																								12.4047	27.9046	3.49875	14.5833	2.7378	0.839793	2.31247	0.300868	1.75224	0.338432	0.839552	0.124411	0.826399	0.12603													585						0.0637795	17	16	0.507872	45			3.04152					12.4934			0.832151		4	18		7.76621		20				11.1781			807	0.315695		1.00797			0.227181	114	0.204584	11	74	130									
SAR-00-10		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.3144	-73.5475	0.01	0.01	1.305	2.6	igneous	volcanic	felsic	rhyolite		70.426	0.372	15.502					2.245		0.05	0.637	2.351	4.548	3.716	0.153											23		54		89																								28.6767	58.7062		29.97	5.18344	1.29944	3.66626	0.39396	2.00702	0.282821	0.741612	0.117581	0.664569	0.0971324													675									1.33785	54	21		3.72885										9	23		11		59				11			644	0.423038		4.99894			1.09147			14	89	207									
PIG-00-28		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.2169	-72.8833	0.01	2.6	12.8	23	igneous	volcanic	felsic	rhyolite		73.569	0.309	14.32					1.466		0.052	0.156	0.654	4.223	5.209	0.043											5	15	46	0.1792	79																								20.4815	39.5024	4.78463	18.007	3.25027	0.845676	2.70846	0.343378	1.94865	0.360592	0.997963	0.137255	0.890996	0.136432													876						0.1792	15	11	1.98623	46	18		3.86861					10.7129			2.01884		5	5		17		71				17			682	0.429935		6.20609			0.98009	113	1.08555	15	79	152									
80-84		GEOROC	VATIN-PERIGNON, N.; OLIVER, R. A.; GOEMANS, P.; KELLER, F.; BRIQUEU, L.; SALAS, A. G., 1992		-15.42	-72.9	0.01	1.5	2.5	3.5	igneous	volcanic	felsic	dacite		66.656	0.761	16.05					3.877		0.062	1.265	3.105	4.37	3.516	0.339		1.45										7																											41.06	84.77		37.24	5.24	1.36		0.41					0.49	0.09													1280							7	13					6.08					13					11					97				5.92			671	2.38		7.51								231									
PIG-00-30		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.2469	-72.8664	0.01	2.6	12.8	23	igneous	volcanic	felsic	rhyolite		75.761	0.142	13.547					0.863		0.065	0.125	0.646	3.783	5.044	0.025											16	17	74	0.249245	93																								27.7841	57.1029	7.02028	26.9255	4.90909	1.29173	3.90505	0.478516	2.55951	0.443077	1.18702	0.157846	1.00153	0.150915													899						0.249245	17	24	2.26198	74	21		4.61995					12.5241			1.75663		7	16		19		58				12			755	0.495868		5.88715			1.31353	158	2.00997	14	93	174									
80-66		GEOROC	VATIN-PERIGNON, N.; OLIVER, R. A.; GOEMANS, P.; KELLER, F.; BRIQUEU, L.; SALAS, A. G., 1992		-15.42	-72.9	0.01	1.5	2.5	3.5	igneous	volcanic	felsic	dacite		64.7	0.87	16.011					4.578		0.072	2.027	3.972	4.371	3.04	0.358		0.83									21	13	42		89																								38.2	82.2			5.6	1.41		0.54					0.9	0.14													1160							13	23		42			4.8					15						21				75							755			7.4				111			89										
C8		GEOROC	VENTURELLI, G.; FRAGIPANE, M.; WEIBEL, M.; ANTIGA, D., 1978		-15.5	-72.75	0.01				igneous	volcanic	felsic	rhyolite		71.63	0.412	15.583					1.588		0.08	0.201	1.005	4.926	4.524	0.05			0.4									15	10		26																																																									15			10								16					15					170							115									27	26	310									
80-80		GEOROC	VATIN-PERIGNON, N.; OLIVER, R. A.; GOEMANS, P.; KELLER, F.; BRIQUEU, L.; SALAS, A. G., 1992		-15.42	-72.9	0.01	0.5	1	1.5	igneous	volcanic	felsic	dacite		69.543	0.584	15.807					2.933		0.041	1.025	2.788	3.629	3.455	0.195		1.84										5																											35.6	69.09		30.99	4.33	1.01		0.35					0.87	0.11													1015							5	7					5.35										10					99				4.13			562	0.8		7.84								213									
16		GEOROC	VENTURELLI, G.; FRAGIPANE, M.; WEIBEL, M.; ANTIGA, D., 1978		-15.78	-72.88	0.01				igneous	volcanic	felsic	rhyodacite		71.032	0.454	14.731					2.199		0.071	0.706	1.513	4.843	4.339	0.111			0.6									15	17		41																																																									15			17								19					13					126							216									40	41	352									
PIG-02-90B		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.5144	-72.7228	0.01	16	19.5	23	igneous	volcanic	felsic	rhyolite		73.869	0.283	15.866					1.817		0.038	0.175	0.701	3.122	4.069	0.06											16	24																											16	33.7		21.4	4.79	1.39		0.65		0.6		0.15	1.88	0.29													578							24	75					1.9										7	16				34.4				25.37			761.4	0.2		4			1.1	225		20		67									
COTA-05-12		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.3728	-73.0569	0.01	2.6	3.95	5.3	igneous	volcanic	felsic	dacite		66.561	0.707	16.174					3.573		0.056	1.41	3.401	4.541	3.297	0.28											15	16	104	0.3	109																								38.57	71.5	8.029	30.412	5.211	1.53	4.875	0.643	3.663	0.727	1.975	0.34	2.15	0.315													869.2						0.3	16	18	7.9	104	21.903		6.271								3.463		18.819	15		28.249		218.227				8			1161.51	1.566		15.902			3.023	138	1.538	23.229	109	276.81									
PIG-07-10		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.1605	-72.9208	0.01	16	19.5	23	igneous	volcanic	felsic	rhyolite		71.672	0.352	15.659					1.581		0.093	0.319	0.937	3.002	6.344	0.042																																																																																																																								
PIG-02-82		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.7864	-72.6725	0.01	2.6	12.8	23	igneous	volcanic	felsic	rhyolite		73.372	0.319	14.312					1.406		0.065	0.242	0.635	4.656	4.938	0.055											26	23	29		94																																																		1691							23	59		29	24.7												17	26				57							1212							123		14	94	234									
OCO-05-04		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.8072	-72.9819	0.01	2.6	12.8	23	igneous	volcanic	felsic	rhyolite		74.062	0.269	13.711					1.505		0.08	0.197	0.727	4.311	5.09	0.048											29	22	21		96																																																		1482							22	65		21	24.3												16	29				50							969							110		13	96	221									
PIG-00-03		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.7533	-73.4106	0.01	5.3	14.15	23	igneous	volcanic	felsic	rhyolite		73.723	0.258	13.937					1.609		0.098	0.374	1.232	4.605	4.09	0.076											5	4	1	0.233064	78																								45.8773	96.253	10.7239	41.1094	6.87746	1.82366	6.23432	0.792447	4.09722	0.783462	2.27006	0.311773	2.01255	0.323577													1142						0.233064	4	11	1.44548	1	21		7.66308					19.8277			1.85211		10	5		16		81				7			641	0.623292		8.18983			1.01219	51	0.82158	20	78	254									
PIG-02-88A		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.7781	-72.8864	0.01	2.6	3.95	5.3	igneous	volcanic	felsic	rhyolite		72.225	0.365	14.671					1.726		0.066	0.369	0.934	4.596	4.986	0.063											9	12	24		77																								24	49		20	4.3	0.8		0.5					1.8	0.26													493							12	15	13	24	21.2												15	9		3		133							384							107		27	77	138									
80-36		GEOROC	VATIN-PERIGNON, N.; OLIVER, R. A.; GOEMANS, P.; KELLER, F.; BRIQUEU, L.; SALAS, A. G., 1992		-15.42	-72.9	0.01	0.5	1	1.5	igneous	volcanic	felsic	dacite		68.521	0.659	15.08					3.337		0.052	1.246	3.018	4.326	3.502	0.258		1.66									11	9	33		75																								35.4	82.7			5.09	1.29		0.43					0.78	0.12													1115							9	12		33			6.3					25					19	11				95				4.52			525			9				75			75										
SAR-00-12		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.3639	-73.5669	0.01	2.6	12.8	23	igneous	volcanic	felsic	dacite		69.415	0.438	15.817					2.475		0.05	0.735	2.509	4.816	3.556	0.187												31.7512																											20.0963	40.6315		24.6859	5.02635	1.36643	4.35499	0.661834	3.5774	0.730925	1.94229	0.321777	1.65636	0.274325													328.295							31.7512		1.14925				2.48716										5.18714			6.61796		32.9796				35.5361			619.202	0.17134		3.48692			0.427864			17.3878		114.915									
PPD48		GEOROC	NOTSU, K.; LAJO, J. A., 1984		-14.715	-73.3017	0.01	0	11.5	23	igneous	volcanic	felsic	rhyolite																																						0.706		3.83																																																																					175							133																				
PPD48		GEOROC	ARAMAKI, S.; ONUMA, N.; PORTILLO, F., 1984		-14.715	-73.3017	0.01	0	11.5	23	igneous	volcanic	felsic	rhyolite		74.258	0.25	14.233					1.343		0.1	0.461	1.082	3.846	4.367	0.06																																																																																																																								
80-77A		GEOROC	VATIN-PERIGNON, N.; OLIVER, R. A.; GOEMANS, P.; KELLER, F.; BRIQUEU, L.; SALAS, A. G., 1992		-15.42	-72.9	0.01	0.5	1	1.5	igneous	volcanic	felsic	dacite		67.792	0.552	16.504					3.028		0.05	1.386	3.044	3.465	3.988	0.191		0.92										6																											34.4	69.22		29.96	4.15	1.07		0.34					0.92	0.21													953							6	10					5.17										18					97							557	0.66		8.59								194									
11		GEOROC	VENTURELLI, G.; FRAGIPANE, M.; WEIBEL, M.; ANTIGA, D., 1978		-15.57	-72.72	0.01				igneous	volcanic	felsic	dacite		64.22	0.907	15.929					4.123		0.06	2.016	4.638	4.335	3.428	0.343			0.4									15	60		72																																																									15			60								21					10					110							727							95		17	72	238									
SAR-00-03		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.3317	-73.3453	0.01	2.6	12.8	23	igneous	volcanic	felsic	dacite		66.578	0.675	16.085					3.408		0.058	1.313	3.37	4.948	3.268	0.298											145	53																											36.2	67.1		29.2	6.27	1.41		0.752					1.93	0.255													455							53	424	22.5				4.2											145				68				22.5			535	1		9			1.9														
PIG-00-24		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.7036	-72.6428	0.01	2.6	12.8	23	igneous	volcanic	felsic	rhyolite		71.445	0.407	15.223					1.945		0.082	0.457	1.025	4.831	4.516	0.069											6	17	59	0.234214	90																								28.0942	56.0338	6.83294	25.5738	4.56738	1.21412	3.806	0.495105	2.82517	0.521578	1.42657	0.193039	1.26559	0.192184													921						0.234214	17	11	2.92048	59	20		4.20896					9.64286			2.1768		7	6		17		70				15			735	0.47182		7.57447			1.76415	146	2.08434	15	90	160									
PIG-02-84		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.2467	-72.8764	0.01	2.6	12.8	23	igneous	volcanic	felsic	rhyolite		70.096	0.448	16.363					2.213		0.068	0.633	1.942	4.022	4.096	0.118											5	6	0	0.0498689	31																								18.3306	34.5576	3.70516	12.6775	1.93103	0.359246	1.59283	0.221569	1.42053	0.293617	0.869951	0.140032	1.00164	0.153568													1003						0.0498689	6	8	1.4513	0	13		2.05574					7.53301			0.300762		9	5		21		146				8			159	0.582504		10.396			1.09539	31	0.611141	16	31	134									
COTA-05-11		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.3536	-73.0617	0.01	0.01	1.305	2.6	igneous	volcanic	felsic	dacite		67.409	0.597	15.939					3.17		0.054	1.249	3.218	4.599	3.513	0.253											8	20	33	0.0631631	80																								15.1963	28.7942	3.90932	16.2351	3.01868	0.863208	2.55892	0.336566	1.96302	0.38632	0.966229	0.1434	0.94163	0.145437													736						0.0631631	20	26	0.592781	33			3.03455					13.0458			2.63805		4	8		7.71765		28				11.8801			722	0.266368		1.04711			0.30668	125	0.253756	14	80	119									
A-116		GEOROC	ONUMA, N.; MONTOYA, M., 1984		-13.315	-74.3533	0.01				igneous	volcanic	felsic	rhyolite																																				17900																																													920					17900																														569																				
C9		GEOROC	VENTURELLI, G.; FRAGIPANE, M.; WEIBEL, M.; ANTIGA, D., 1978		-15.57	-72.78	0.01				igneous	volcanic	felsic	rhyolite		71.746	0.394	15.288					1.715		0.071	0.303	1.11	4.692	4.49	0.192			0.55										10		45																																																												10								25					18					164							125									24	45	320									
CARA-05-02		GEOROC	MAMANI, M.; WÖRNER, G.; SEMPERE, T., 2010		-15.8336	-73.2783	0.01	5.3	8.45	11.6	igneous	volcanic	felsic	rhyolite		73.274	0.29	14.01					1.814		0.096	0.433	1.562	4.636	3.8	0.085											12	56.9																											22	39.1		16	2.89	0.93		0.58		0.31		0.2	1.26	0.23																				56.9	53					2.7										9	12				70				10.7			461	2.4		9			2			15		81									
DM024		GEOROC	CHIARADIA, M.; MERINO, D.; SPIKINGS, R. A., 2009		-6.975	-78.518	0.01				igneous	volcanic	felsic	rhyolite		70.466	0.274	16.759					1.616		0.03	0.457	2.232	4.717	3.358	0.091		0.65									1.4		5.8		46							0.705105			0.512629		18.671	15.616	38.594										18.6	33.1	3.9	13.3	2	0.6	1.1	0.2	0.9	0.2	0.5	0.1	0.6	0.1													755								6	3.1	5.8			3.5										3.5	1.4		13.6		97				3.7			630	0.2		7.2			2.9	32		5	46	123									
DM008		GEOROC	CHIARADIA, M.; MERINO, D.; SPIKINGS, R. A., 2009		-6.975	-78.518	0.01				igneous	volcanic	felsic	dacite		67.943	0.418	16.907					3.677		0.418	0.742	2.539	4.086	3.093	0.178		2.12									2.8		15.6		136							0.704904			0.512653		18.626	15.599	38.489										18.7	35.1	4.2	15.5	2.4	0.8	1.6	0.2	1.2	0.2	0.5	0.1	0.6	0.1													660								9	4.57	15.6			2.9										3.3	2.8		8.6		86.57				5.3			657	0.2		5			1.9	55		6	136	108									
DM012		GEOROC	CHIARADIA, M.; MERINO, D.; SPIKINGS, R. A., 2009		-6.975	-78.518	0.01				igneous	volcanic	felsic	dacite		68.148	0.375	16.977					2.332		0.062	0.885	4.07	4.205	2.779	0.167		2.86									2.7		9.7		64							0.704898			0.512667		18.579	15.6	38.441										18.3	32.1	4	14	2.4	0.6	1.4	0.2	0.9	0.2	0.5	0.1	0.5	0.1													660								14	4.82	9.7			3										3.4	2.7		8.6		76.64				4.7			851	0.2		5			2.1	53		5.8	64	109									
DM022		GEOROC	CHIARADIA, M.; MERINO, D.; SPIKINGS, R. A., 2009		-6.975	-78.518	0.01				igneous	volcanic	felsic	dacite		68.181	0.391	17.236					2.447		0.106	0.846	4.454	3.09	3.079	0.169		4.29									2.5		38.8		95							0.704934			0.512661		18.67	15.614	38.573										17.1	31	3.7	14.2	2.3	0.7	1.4	0.2	0.9	0.2	0.6	0.1	0.5	0.1													624								10	9.1	38.8			2.7										3.3	2.5		34.6		104				4.8			693	0.2		5			2.2	53		6	95	96									
DM001		GEOROC	CHIARADIA, M.; MERINO, D.; SPIKINGS, R. A., 2009		-6.975	-78.518	0.01				igneous	volcanic	felsic	rhyolite		70.572	0.295	16.407					1.73		0.041	0.59	2.299	4.496	3.458	0.112		0.59									3.9		10		124							0.705127			0.512635		17.818	15.547	37.635										21.5	35.9	4.4	15.5	2.4	0.7	1.6	0.2	0.9	0.2	0.5	0.1	0.6	0.1													773								6	3.5	10			3.6										3.4	3.9		32.7		98.09				3.6			584	0.22		7.5			3.1	33		6.4	124	133									
DO-4		GEOROC	LONGO, A. A.; DILLES, J. H.; GRUNDER, A. L.; DUNCAN, R. A., 2010		-6.975	-78.518	0.01				igneous	volcanic	felsic	dacite		63.915	0.584	17.383					4.963		0.181	1.721	5.304	3.352	2.385	0.211											0	9	0		45																								19.5	36	4.5	16.5	3.3	0.8	3.1	0.4	2.2	0.5	1.3	0.2	1.2	0.2													569							9		2.9	0	18		2										4	0		0		69						0	497	0		6		0	2	115	0	13.5	45	79									
DM021		GEOROC	CHIARADIA, M.; MERINO, D.; SPIKINGS, R. A., 2009		-6.975	-78.518	0.01				igneous	volcanic	felsic	dacite		68.204	0.409	17.101					2.216		0.094	0.88	4.464	3.657	2.808	0.168		3.48									2.6		14.6		101							0.704892			0.512633		18.666	15.61	38.544										17.8	32.5	4	14.8	2.5	0.7	1.7	0.2	1.1	0.2	0.5	0.1	0.6	0.1													879								10	7	14.6			3										3.5	2.6		25.1		89				4.8			917	0.2		5.1			2.2	54		6	101	101									
YN-1A		GEOROC	LONGO, A. A.; DILLES, J. H.; GRUNDER, A. L.; DUNCAN, R. A., 2010		-6.975	-78.518	0.01				igneous	volcanic	felsic	dacite		68.381	0.402	16.791					2.304		0.05	0.582	3.866	4.348	3.113	0.161											0	3.5	0		215																								20	37.5	4.2	15.5	2.7	0.7	2.1	0.3	1.3	0.2	0.6	0.1	0.6	0.1													677							3.5		7.6	0	23		3										4	0		25		80						0	729	0		7		0	2.5	10	0	5	215	111.5									
190495-6		GEOROC	PARADA, M. A.; LAHSEN, A.; PALACIOS, C., 2001		-45.8	-71.5	0.01				igneous	volcanic	felsic	rhyolite		74.594	0.208	13.126					2.165		0.069	0.485	0.961	3.259	5.092	0.04		0.64									5	2	91		27							0.711718			0.512582														25	49		20.1	3.1	0.6	2.9		3.3	0.7	2.1		2.1	0.3													1250							2	5		91													5.7	5				130				5			116							19		19	27	178									
CC631		GEOROC	DEMANT, A.; SUAREZ, M.; DE LA CRUZ, R., 2007		-45.4933	-71.5607	0.01				igneous	volcanic	felsic	dacite		71.831	0.379	15.631					2.37		0.061	0.789	1.681	4.11	3.065	0.082		1.98																																					23.27	47.22	5.26	18.6	3.86	0.92	2.88	0.45	2.77	0.52	1.38	0.23	1.83	0.27													4714									14				5.11										54			11.5		916							1916	0.59		11.56			2.67			156		1994									
170495-1		GEOROC	PARADA, M. A.; LAHSEN, A.; PALACIOS, C., 2001		-45.8	-71.5	0.01				igneous	volcanic	felsic	rhyolite		76.955	0.091	13.266					1.314		0.041	0.254	0.284	4.009	3.776	0.01		0.9									8	2	7		15							0.716621			0.5126														9	43		9.1	2.4	0.01	2.09		5.09	1.33	4.63		4.75	0.72													410							2	200		7													12.7	8				164				7			63							9		36	15	83									
180495-3		GEOROC	PARADA, M. A.; LAHSEN, A.; PALACIOS, C., 2001		-45.7	-71.7	0.01				igneous	volcanic	felsic	rhyolite		75.338	0.203	13.539					1.828		0.03	0.425	0.648	3.23	4.729	0.03		1.75									5	3	2		27							0.720009			0.512426														29	63		35.6	5.6	0.7	2.9		2.3	0.5	1.4		1.5	0.2													980							3	60		2													5.7	5				137				4			80							16		12	27	114									
AD96-31		GEOROC	DEMANT, A.; SUAREZ, M.; DE LA CRUZ, R., 2007		-45.25	-71.8	0.01				igneous	volcanic	felsic	rhyolite		73.993	0.458	14.711					1.163		0.041	0.326	2.025	4.293	2.869	0.122		0.8		0.26																																																																																																																0.26		0.26		
CH1022		GEOROC	DEMANT, A.; SUAREZ, M.; DE LA CRUZ, R., 2007		-45.4836	-71.6199	0.01				igneous	volcanic	felsic	dacite		76.672	0.185	13.772					1.167		0.082	0.391	0.844	2.923	3.963			2.02																																					22.35	41.85	4.47	15.11	2.6	0.55	2.21	0.31	1.61	0.32	0.88	0.13	0.8	0.15													5331									21				3.52										75			15.45		1247							866	0.99		16.85			1.29			95		1183									
200495-6		GEOROC	PARADA, M. A.; LAHSEN, A.; PALACIOS, C., 2001		-45.3	-71.5	0.01				igneous	volcanic	felsic	dacite		69.417	0.175	16.506					1.695		0.082	0.956	2.417	4.422	4.319	0.01		2.86									6	4	3		36							0.708868			0.512582														26	51		22.1	4.8	0.5	5.4		7	1.7	5.7		5.7	0.9													1340							4	101		3													16.1	6				136				10			14							8		48	36	113									
CH1021		GEOROC	DEMANT, A.; SUAREZ, M.; DE LA CRUZ, R., 2007		-45.4654	-71.5988	0.01		78		igneous	volcanic	felsic	dacite		72.351	0.355	14.783					2.173		0.051	0.609	1.907	4.809	2.841	0.122		0.89																																	6.455e-06				23.58	48.55	5.26	18.35	3.47	0.52	2.94	0.44	2.43	0.47	1.34	0.24	1.43	0.24													4221									13				5.4				2.087						62			11.85		788							1825	0.57		9.59			2.08			142		2190									
CC689		GEOROC	DEMANT, A.; SUAREZ, M.; DE LA CRUZ, R., 2007		-45.25	-71.8	0.01				igneous	volcanic	felsic	dacite		69.367	0.53	16.315					3.026		0.082	0.336	2.599	4.545	3.067	0.132		1.47																																					21.14	42.77	5.87	22.58	4.29	1.17	3.83	0.57	3.31	0.55	1.83	0.32	1.23	0.31													4575									11				5.87										62			7.79		979							2914	0.56		10.52			1.59			201		2488									
200495-2		GEOROC	PARADA, M. A.; LAHSEN, A.; PALACIOS, C., 2001		-45.3	-71.5	0.01				igneous	volcanic	felsic	rhyolite		78.053	0.123	11.675					1.239		0.021	0.298	1.141	1.12	6.32	0.01		2.27									8	2	8		21							0.713808			0.512513														28	62		22.8	4.6	0.72	4.06		4.38	1	3		2.87	0.44													770							2	53		8													8.3	8				106				4			107							10		28	21	150									
A287		GEOROC	DEMANT, A.; SUAREZ, M.; DE LA CRUZ, R., 2007		-45.25	-71.8	0.01				igneous	volcanic	felsic	dacite		72.135	0.389	15.289					2.21		0.051	0.614	1.709	4.523	2.978	0.102		1.57																																					24.69	44.32	4.55	17.31	3.14	0.99	2.39	0.35	2.09	0.42	1.23	0.19	1.42	0.23													4787									19				6.73										72			11.73		853							1757	0.7		10.19			1.43			128		2384									
011294-2		GEOROC	PARADA, M. A.; LAHSEN, A.; PALACIOS, C., 2001		-45.8	-71.5	0.01				igneous	volcanic	felsic	rhyolite		77.752	0.182	12.071					1.699		0.03	0.212	0.101	4.37	3.563	0.02		0.61									5	3	4		107																								30	63		30	5.92	0.73	5.7		7.02	1.55	4.5		4.6	0.7													860							3	27		4													9.3	5				111				7			107							9		57	107	252									
180495-1		GEOROC	PARADA, M. A.; LAHSEN, A.; PALACIOS, C., 2001		-45.8	-71.5	0.01				igneous	volcanic	felsic	rhyolite		65.813	0.66	16.438					4.349		0.061	0.264	1.087	6.238	4.948	0.142		0.65									13	7	8		24																								31	70		36	7	1.3	6.1		6.8	1.6	4.3		4.3	0.7													1270							7	310		8													10.6	13				112				12			68							54		38	24	287									
